"","X","brand","model","model_year","milage","fuel_type","engine","transmission","ext_col","int_col","accident","clean_title","price","HighValueCar","engine_power_numeric"
"841",841,"Mercedes-Benz","SLK-Class SLK230 Kompressor",2003,33272,"Gasoline","192.0HP 2.3L 4 Cylinder Engine Gasoline Fuel","A/T","Red","Gray","At least 1 accident or damage reported","Yes",11900,0,3.6624
"842",842,"Jeep","Wrangler SE",2003,71000,"Gasoline","150.0HP 2.4L 4 Cylinder Engine Gasoline Fuel","5-Speed M/T","Red","Gray","None reported","Yes",12499,0,3.6624
"843",843,"Land","Rover LR4 Lux",2012,141525,"Gasoline","375.0HP 5.0L 8 Cylinder Engine Gasoline Fuel","A/T","Black","Black","None reported","Yes",14490,0,3.6624
"844",844,"Jaguar","XKR Base",2007,50000,"Gasoline","420.0HP 4.2L 8 Cylinder Engine Gasoline Fuel","Transmission w/Dual Shift Mode","Black","Beige","At least 1 accident or damage reported","Yes",21900,0,3.6624
"845",845,"BMW","M4 Base",2020,29140,"Gasoline","425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel","M/T","Orange","Orange","None reported","Yes",71995,1,3.6624
"846",846,"BMW","M340 i xDrive",2022,9000,"Hybrid","382.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid","8-Speed A/T","White","Red","None reported","Yes",56900,1,3.6624
"847",847,"Mercedes-Benz","AMG GLE 53 AMG GLE 53",2021,5595,"Hybrid","3.0 Liter Turbo","Automatic","designo Diamond White Metallic","Black","None reported","No",83598,1,3
"848",848,"RAM","1500 Laramie",2022,34121,"Gasoline","5.7L V8 16V MPFI OHV","Automatic","Granite Crystal Clearcoat Metallic","Black","None reported","No",48190,0,5.7816
"849",849,"BMW","ALPINA B7 Base",2013,36750,"Gasoline","445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel","A/T","Black","Black","None reported","Yes",35999,0,3.6624
"850",850,"Mercedes-Benz","C-Class C280 4MATIC",2007,49626,"Gasoline","228.0HP 3.0L V6 Cylinder Engine Gasoline Fuel","A/T","White","–","None reported","Yes",12000,0,3.6624
"851",851,"Jeep","Compass High Altitude",2017,45000,"Gasoline","172.0HP 2.4L 4 Cylinder Engine Gasoline Fuel","A/T","White","Beige","At least 1 accident or damage reported","Yes",16500,0,3.6624
"852",852,"Toyota","Highlander Hybrid XLE",2019,69350,"Hybrid","306.0HP 3.5L V6 Cylinder Engine Gas/Electric Hybrid","A/T","Black","Gray","None reported","Yes",36000,0,3.6624
"853",853,"BMW","X5 M Base",2022,8307,"Gasoline","4.4L V8 32V GDI DOHC Twin Turbo","8-Speed Automatic","Blue Metallic","Sakhir Orange","None reported","No",98900,1,4.4832
"854",854,"BMW","M3 Base",2023,4106,"Gasoline","3.0L I6 24V GDI DOHC Twin Turbo","6-Speed Manual","Isle of Man Green Metallic","Kyalami Orange","None reported","Yes",84645,1,3.0624
"855",855,"BMW","M3 Base",1999,184700,"Gasoline","240.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel","5-Speed M/T","Blue","Gray","None reported","Yes",36950,0,3.6624
"856",856,"Maserati","Quattroporte S Q4 GranLusso",2018,57500,"Gasoline","424.0HP 3.0L V6 Cylinder Engine Gasoline Fuel","8-Speed A/T","White","Brown","None reported","Yes",41900,0,3.6624
"857",857,"Acura","RDX Advance Package",2021,29000,"Gasoline","272.0HP 2.0L 4 Cylinder Engine Gasoline Fuel","10-Speed A/T","Black","Black","None reported","Yes",39650,0,3.6624
"858",858,"Mercedes-Benz","GLA-Class GLA 250 4MATIC",2015,61675,"Gasoline","208.0HP 2.0L 4 Cylinder Engine Gasoline Fuel","Transmission w/Dual Shift Mode","Gray","Black","At least 1 accident or damage reported","Yes",19000,0,3.6624
"859",859,"Mercedes-Benz","Sprinter 3500XD High Roof",2021,33300,"Diesel","188.0HP 3.0L V6 Cylinder Engine Diesel Fuel","7-Speed A/T","White","Black","None reported","Yes",45000,0,3.6624
"860",860,"Cadillac","XTS Luxury",2014,62950,"Gasoline","304.0HP 3.6L V6 Cylinder Engine Gasoline Fuel","6-Speed A/T","Silver","Gray","At least 1 accident or damage reported","Yes",17498,0,3.6624
"861",861,"Chevrolet","Camaro 2LT",2015,56675,"Gasoline","323.0HP 3.6L V6 Cylinder Engine Gasoline Fuel","Transmission w/Dual Shift Mode","Silver","Black","None reported","Yes",19750,0,3.6624
"862",862,"Porsche","Cayenne S",2013,92000,"Gasoline","400.0HP 4.8L 8 Cylinder Engine Gasoline Fuel","8-Speed A/T","Green","Gray","None reported","Yes",23000,0,3.6624
"863",863,"Dodge","Magnum R/T",2005,96000,"Gasoline","340.0HP 5.7L 8 Cylinder Engine Gasoline Fuel","5-Speed A/T","Gray","Gold","At least 1 accident or damage reported","Yes",12000,0,3.6624
"864",864,"INFINITI","Q70 3.7X",2014,33500,"Gasoline","330.0HP 3.7L V6 Cylinder Engine Gasoline Fuel","7-Speed A/T","Black","Black","None reported","Yes",23000,0,3.6624
"865",865,"Land","Rover Range Rover SV Autobiography Dynamic SWB",2020,16754,"Gasoline","557.0HP 5.0L 8 Cylinder Engine Gasoline Fuel","8-Speed A/T","White","White","None reported","Yes",112000,1,3.6624
"866",866,"Toyota","Camry Hybrid Base",2007,53249,"Hybrid","147.0HP 2.4L 4 Cylinder Engine Gas/Electric Hybrid","A/T","Silver","Gray","At least 1 accident or damage reported","Yes",9250,0,3.6624
"867",867,"GMC","Acadia SLT-1",2016,119000,"Gasoline","281.0HP 3.6L V6 Cylinder Engine Gasoline Fuel","A/T","Gold","Brown","None reported","Yes",12500,0,3.6624
"868",868,"Lincoln","Corsair Reserve",2021,29336,"Gasoline","2.0L I4 16V GDI DOHC Turbo","8-Speed Automatic","Black","Sandstone","None reported","No",36999,0,2.0416
"869",869,"RAM","2500 SLT",2017,86000,"Diesel","350.0HP 6.7L Straight 6 Cylinder Engine Diesel Fuel","6-Speed A/T","Gray","Gray","At least 1 accident or damage reported","Yes",41000,0,3.6624
"870",870,"RAM","3500 Laramie",2014,177000,"Diesel","385.0HP 6.7L Straight 6 Cylinder Engine Diesel Fuel","6-Speed A/T","Black","–","At least 1 accident or damage reported","Yes",40500,0,3.6624
"871",871,"Mercedes-Benz","GL-Class GL 450 4MATIC",2013,93500,"Gasoline","362.0HP 4.6L 8 Cylinder Engine Gasoline Fuel","A/T","Black","Black","At least 1 accident or damage reported","Yes",15900,0,3.6624
"872",872,"BMW","M5 Base",2018,47700,"Gasoline","600.0HP 4.4L 8 Cylinder Engine Gasoline Fuel","8-Speed A/T","Red","White","At least 1 accident or damage reported","Yes",54999,1,3.6624
"873",873,"Acura","ILX Premium Package",2022,16120,"Gasoline","2.4L I4 16V GDI DOHC","8-Speed Automatic with Auto-Shift","Gray","Ebony","None reported","No",26599,0,2.4416
"874",874,"Buick","Rainier CXL",2005,147589,"Gasoline","275.0HP 4.2L Straight 6 Cylinder Engine Gasoline Fuel","A/T","White","Beige","At least 1 accident or damage reported","Yes",2800,0,3.6624
"875",875,"Cadillac","Escalade Luxury",2013,95570,"E85 Flex Fuel","403.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability","A/T","Black","Black","At least 1 accident or damage reported","Yes",22000,0,3.6624
"876",876,"Mercedes-Benz","S-Class S 560",2018,45791,"Gasoline","463.0HP 4.0L 8 Cylinder Engine Gasoline Fuel","9-Speed A/T","Gray","Gray","None reported","Yes",52000,1,3.6624
"877",877,"INFINITI","QX80 Base",2016,60000,"Gasoline","400.0HP 5.6L 8 Cylinder Engine Gasoline Fuel","7-Speed A/T","Silver","Beige","At least 1 accident or damage reported","Yes",25950,0,3.6624
"878",878,"Buick","Encore Preferred",2019,50000,"Gasoline","138.0HP 1.4L 4 Cylinder Engine Gasoline Fuel","6-Speed A/T","White","Black","None reported","Yes",18795,0,3.6624
"879",879,"Mercedes-Benz","GLS 450 Base 4MATIC",2019,33481,"Gasoline","3.0L V6 24V GDI DOHC Twin Turbo","9-Speed Automatic","Black","Almond Beige","None reported","No",43999,0,3.0624
"880",880,"Jeep","Liberty Limited",2010,107000,"Gasoline","210.0HP 3.7L V6 Cylinder Engine Gasoline Fuel","A/T","Gray","Gray","None reported","Yes",5900,0,3.6624
"881",881,"Mercedes-Benz","S-Class S 63 AMG",2011,60000,"Gasoline","536.0HP 5.5L 8 Cylinder Engine Gasoline Fuel","Transmission w/Dual Shift Mode","White","Black","At least 1 accident or damage reported","Yes",37000,0,3.6624
"882",882,"Audi","A8 L 3.0T",2016,55000,"Gasoline","333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel","A/T","White","Brown","None reported","Yes",28000,0,3.6624
"883",883,"Mazda","CX-30 2.5 S Select Package",2022,4004,"Gasoline","186.0HP 2.5L 4 Cylinder Engine Gasoline Fuel","6-Speed A/T","Black","Black","None reported","Yes",25500,0,3.6624
"884",884,"Bentley","Continental GT V8",2022,10972,"Gasoline","4.0L V8 32V GDI DOHC Twin Turbo","8-Speed Automatic with Auto-Shift","Red","Black","None reported","Yes",217950,1,4.0832
"885",885,"Bentley","Flying Spur V8",2022,27858,"Gasoline","4.0L V8 32V GDI DOHC Twin Turbo","8-Speed Automatic with Auto-Shift","–","–","None reported","Yes",197750,1,4.0832
"886",886,"Porsche","911 Carrera 4S",2018,31678,"Gasoline","3.0 Liter","–","Silver","–","None reported","No",106798,1,3
"887",887,"Volkswagen","Golf R 4-Door",2016,47144,"Gasoline","292.0HP 2.0L 4 Cylinder Engine Gasoline Fuel","6-Speed M/T","Blue","Black","None reported","Yes",29950,0,3.6624
"888",888,"Hyundai","Genesis Coupe 3.8 Grand Touring",2011,165454,"Gasoline","306.0HP 3.8L V6 Cylinder Engine Gasoline Fuel","6-Speed A/T","Gray","Black","At least 1 accident or damage reported","Yes",4000,0,3.6624
"889",889,"Ford","F-150 XLT",2018,98000,"Gasoline","375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel","10-Speed A/T","White","–","At least 1 accident or damage reported","Yes",25500,0,3.6624
"890",890,"Hyundai","Tucson Limited",2020,39913,"Gasoline","2.4L I4 16V GDI DOHC","6-Speed Automatic","Black Noir Pearl","Beige","None reported","No",22749,0,2.4416
"891",891,"Ford","Mustang V6",2013,147191,"Gasoline","305.0HP 3.7L V6 Cylinder Engine Gasoline Fuel","6-Speed A/T","Blue","Black","At least 1 accident or damage reported","Yes",12990,0,3.6624
"892",892,"BMW","435 i",2014,53600,"Gasoline","300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel","8-Speed A/T","Silver","Black","None reported","Yes",25980,0,3.6624
"893",893,"Mercedes-Benz","AMG G 63 Base",2020,1750,"Gasoline","577.0HP 4.0L 8 Cylinder Engine Gasoline Fuel","9-Speed A/T","Blue","Black","None reported","Yes",199995,1,3.6624
"894",894,"Dodge","Challenger SRT Hellcat",2020,2750,"Gasoline","797.0HP 6.2L 8 Cylinder Engine Gasoline Fuel","8-Speed A/T","Orange","Black","None reported","Yes",104500,1,3.6624
"895",895,"Porsche","Boxster Base",2013,40800,"Gasoline","265.0HP 2.7L Flat 6 Cylinder Engine Gasoline Fuel","7-Speed A/T","Brown","Beige","None reported","Yes",35500,0,3.6624
"896",896,"Porsche","Macan Base",2018,36798,"Gasoline","2.0L I4 16V GDI DOHC Turbo","7-Speed Automatic with Auto-Shift","Volcano Grey Metallic","Black","At least 1 accident or damage reported","Yes",49500,0,2.0416
"897",897,"Ford","Mustang GT",2010,87500,"Gasoline","315.0HP 4.6L 8 Cylinder Engine Gasoline Fuel","A/T","Red","Black","At least 1 accident or damage reported","Yes",14900,0,3.6624
"898",898,"Chevrolet","Suburban LT",2020,93000,"Gasoline","355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel","A/T","Black","Black","None reported","Yes",38500,0,3.6624
"899",899,"Mercedes-Benz","C-Class C 300 4MATIC",2018,41515,"Gasoline","2.0L I4 16V GDI DOHC Turbo","9-Speed Automatic","Black","Black","None reported","Yes",28251,0,2.0416
"900",900,"RAM","1500 Classic Warlock",2019,19000,"E85 Flex Fuel","3.6L V6 24V MPFI DOHC Flexible Fuel","8-Speed Automatic","Diamond Black","Diesel Gray / Black","At least 1 accident or damage reported","No",33242,0,3.6624
"901",901,"Toyota","Sequoia SR5",2023,1539,"Hybrid","3.4L V6 24V PDI DOHC Twin Turbo Hybrid","Automatic","Green","Boulder","At least 1 accident or damage reported","Yes",76373,1,3.4624
"902",902,"BMW","M5 Base",2018,31090,"Gasoline","600.0HP 4.4L 8 Cylinder Engine Gasoline Fuel","8-Speed A/T","Green","Black","At least 1 accident or damage reported","Yes",68000,1,3.6624
"903",903,"Mazda","Mazda3 FWD w/Premium Package",2022,21701,"Gasoline","2.5L I4 16V","6-Speed Automatic","Soul Red Crystal Metallic","Black","None reported","No",25099,0,2.5416
"904",904,"Nissan","Rogue SL",2016,97726,"Gasoline","2.5L I-4 DOHC, variable valve control, regular unleaded, engine","Variable","Gun Metallic","Charcoal","At least 1 accident or damage reported","No",15998,0,2.54
"905",905,"Audi","A7 3.0T Prestige",2015,73000,"Diesel","240.0HP 3.0L V6 Cylinder Engine Diesel Fuel","8-Speed A/T","White","Gray","None reported","Yes",34000,0,3.6624
"906",906,"Genesis","G80 3.8",2020,23600,"Gasoline","311.0HP 3.8L V6 Cylinder Engine Gasoline Fuel","A/T","Blue","Gray","None reported","Yes",31900,0,3.6624
"907",907,"Rolls-Royce","Ghost Base",2016,8755,"Gasoline","563.0HP 6.6L 12 Cylinder Engine Gasoline Fuel","A/T","Black","Black","None reported","Yes",166900,1,3.6624
"908",908,"BMW","M6 Gran Coupe Base",2019,20500,"Gasoline","560.0HP 4.4L 8 Cylinder Engine Gasoline Fuel","Transmission w/Dual Shift Mode","Blue","Black","None reported","Yes",67900,1,3.6624
"909",909,"Ford","Mustang V6",2013,57912,"Gasoline","305.0HP 3.7L V6 Cylinder Engine Gasoline Fuel","6-Speed M/T","Black","Black","At least 1 accident or damage reported","Yes",18750,0,3.6624
"910",910,"BMW","650 i",2009,35000,"Gasoline","360.0HP 4.8L 8 Cylinder Engine Gasoline Fuel","A/T","Black","Black","None reported","Yes",18500,0,3.6624
"911",911,"Nissan","Leaf SV PLUS",2023,7089,"Electric","214.0HP Electric Motor Electric Fuel System","1-Speed A/T","Black","Black","At least 1 accident or damage reported","Yes",29895,0,214
"912",912,"Kia","Telluride EX",2022,14676,"Gasoline","3.8L V6 24V GDI DOHC","8-Speed Automatic","Dark Moss","Gray","None reported","No",46787,0,3.8624
"913",913,"Lincoln","Navigator Reserve",2022,13750,"Gasoline","440.0HP 3.5L V6 Cylinder Engine Gasoline Fuel","10-Speed A/T","White","Beige","None reported","Yes",79999,1,3.6624
"914",914,"Mercedes-Benz","S-Class S 550 4MATIC",2015,13300,"Gasoline","449.0HP 4.7L 8 Cylinder Engine Gasoline Fuel","A/T","Black","Black","None reported","Yes",62500,1,3.6624
"915",915,"Chevrolet","Suburban LT",2017,117000,"Gasoline","6.0L 8 Cylinder Engine Gasoline Fuel","6-Speed A/T","Blue","Beige","None reported","Yes",27000,0,6.08
"916",916,"Audi","A7 55 Premium",2020,27100,"Hybrid","335.0HP 3.0L V6 Cylinder Engine Gasoline/Mild Electric Hybrid","A/T","White","Black","None reported","Yes",50000,0,3.6624
"917",917,"Ford","Mustang EcoBoost Premium",2017,89352,"Gasoline","310.0HP 2.3L 4 Cylinder Engine Gasoline Fuel","6-Speed A/T","White","Black","At least 1 accident or damage reported","Yes",20989,0,3.6624
"918",918,"Chevrolet","Cruze LS",2018,1e+05,"Gasoline","153.0HP 1.4L 4 Cylinder Engine Gasoline Fuel","A/T","White","Black","At least 1 accident or damage reported","Yes",8500,0,3.6624
"919",919,"Land","Rover Range Rover HSE SWB",2020,16000,"Hybrid","395.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid","A/T","Silver","Black","None reported","Yes",75500,1,3.6624
"920",920,"Land","Rover Defender S",2023,15200,"Gasoline","296.0HP 2.0L 4 Cylinder Engine Gasoline Fuel","A/T","White","Black","None reported","Yes",62999,1,3.6624
"921",921,"BMW","650 i",2012,39960,"Gasoline","400.0HP 4.4L 8 Cylinder Engine Gasoline Fuel","6-Speed M/T","White","Brown","None reported","Yes",38995,0,3.6624
"922",922,"Ford","Mustang Base",2008,119000,"Gasoline","210.0HP 4.0L V6 Cylinder Engine Gasoline Fuel","A/T","White","Black","At least 1 accident or damage reported","Yes",13500,0,3.6624
"923",923,"Kia","K5 GT-Line",2022,10971,"Gasoline","1.6L I4 16V GDI DOHC Turbo","8-Speed Automatic","Passion Red","Black","None reported","No",29998,0,1.6416
"924",924,"Mazda","Mazda3 i Touring",2014,118500,"Gasoline","155.0HP 2.0L 4 Cylinder Engine Gasoline Fuel","M/T","Silver","Black","At least 1 accident or damage reported","Yes",11500,0,3.6624
"925",925,"Kia","Stinger GT1",2021,8288,"Gasoline","365.0HP 3.3L V6 Cylinder Engine Gasoline Fuel","8-Speed A/T","Black","Black","None reported","Yes",45899,0,3.6624
"926",926,"Chevrolet","Camaro ZL1",2023,2950,"Gasoline","650.0HP 6.2L 8 Cylinder Engine Gasoline Fuel","10-Speed A/T","Red","Gray","None reported","Yes",74500,1,3.6624
"927",927,"Mercedes-Benz","AMG G 63 Base",2017,73000,"Gasoline","563.0HP 5.5L 8 Cylinder Engine Gasoline Fuel","7-Speed A/T","White","Black","At least 1 accident or damage reported","Yes",78000,1,3.6624
"928",928,"Ford","Thunderbird Premium",2005,82000,"Gasoline","280.0HP 3.9L 8 Cylinder Engine Gasoline Fuel","Transmission w/Dual Shift Mode","Gold","White","None reported","Yes",14900,0,3.6624
"929",929,"Audi","e-tron Prestige",2019,7874,"Electric","Electric","1-Speed Automatic","Typhoon Gray Metallic","Pearl Beige","None reported","No",38999,0,3.6624
"930",930,"GMC","Sierra 1500 SLT",2017,49105,"Gasoline","420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel","8-Speed A/T","White","Black","None reported","Yes",39750,0,3.6624
"931",931,"Kia","Telluride LX",2023,5500,"Gasoline","291.0HP 3.8L V6 Cylinder Engine Gasoline Fuel","8-Speed A/T","Silver","Black","None reported","Yes",40000,0,3.6624
"932",932,"Chevrolet","Corvette Base",2005,36700,"Gasoline","400.0HP 6.0L 8 Cylinder Engine Gasoline Fuel","6-Speed M/T","Blue","Black","None reported","Yes",26000,0,3.6624
"933",933,"BMW","650 i",2014,40000,"Gasoline","445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel","Transmission w/Dual Shift Mode","White","Beige","None reported","Yes",34000,0,3.6624
"934",934,"GMC","Acadia Denali",2015,74864,"Gasoline","288.0HP 3.6L V6 Cylinder Engine Gasoline Fuel","A/T","Gray","Beige","None reported","Yes",19780,0,3.6624
"935",935,"Cadillac","Escalade Premium Luxury Platinum",2021,15350,"Gasoline","420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel","10-Speed A/T","Black","Black","None reported","Yes",93500,1,3.6624
"936",936,"Nissan","GT-R Premium",2010,46100,"Gasoline","485.0HP 3.8L V6 Cylinder Engine Gasoline Fuel","6-Speed A/T","Blue","Black","None reported","Yes",72999,1,3.6624
"937",937,"Toyota","Highlander XLE",2018,61454,"Gasoline","295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel","A/T","Silver","Gray","None reported","Yes",31000,0,3.6624
"938",938,"BMW","X7 xDrive40i",2020,45241,"Gasoline","335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel","A/T","Blue","Brown","None reported","Yes",54500,1,3.6624
"939",939,"INFINITI","QX60 Base",2018,48000,"Gasoline","295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel","CVT Transmission","Black","Black","None reported","Yes",27000,0,3.6624
"940",940,"Lexus","IS 250C Base",2010,68500,"Gasoline","204.0HP 2.5L V6 Cylinder Engine Gasoline Fuel","6-Speed M/T","Black","Beige","None reported","Yes",18500,0,3.6624
"941",941,"GMC","Sierra 1500 Denali",2019,43433,"Gasoline","5.3L V8 16V GDI OHV","Automatic","Onyx Black","Walnut","None reported","No",51899,1,5.3816
"942",942,"Chevrolet","SSR Base",2005,122961,"Gasoline","6.0L V8 16V MPFI OHV","4-Speed Automatic","Redline Red","Ebony","None reported","Yes",20995,0,6.0816
"943",943,"Dodge","Challenger R/T",2014,92861,"Gasoline","375.0HP 5.7L 8 Cylinder Engine Gasoline Fuel","5-Speed A/T","Gray","Red","None reported","Yes",19750,0,3.6624
"944",944,"Hyundai","Equus Signature",2016,72000,"Gasoline","429.0HP 5.0L 8 Cylinder Engine Gasoline Fuel","8-Speed A/T","White","Beige","None reported","Yes",21400,0,3.6624
"945",945,"Lamborghini","Aventador SVJ Base",2019,6929,"Gasoline","759.0HP 6.5L 12 Cylinder Engine Gasoline Fuel","A/T","Blue","Black","None reported","Yes",649999,1,3.6624
"946",946,"Ford","Mustang GT",2003,83000,"Gasoline","260.0HP 4.6L 8 Cylinder Engine Gasoline Fuel","A/T","Gray","Black","None reported","Yes",10500,0,3.6624
"947",947,"Audi","e-tron Premium",2021,18031,"Electric","Electric","1-Speed Automatic","Navarra Blue Metallic","Black","None reported","No",39599,0,3.6624
"948",948,"Toyota","Sequoia Limited",2023,8200,"Hybrid","437.0HP 3.4L V6 Cylinder Engine Gas/Electric Hybrid","10-Speed A/T","Brown","Black","None reported","Yes",78900,1,3.6624
"949",949,"Jeep","Grand Cherokee L Limited",2022,12875,"Gasoline","3.6L V6 24V MPFI DOHC","8-Speed Automatic","Diamond Black","Global Black","None reported","No",42599,0,3.6624
"950",950,"Maserati","GranTurismo Sport",2015,32000,"Gasoline","454.0HP 4.7L 8 Cylinder Engine Gasoline Fuel","A/T","Beige","Brown","None reported","Yes",36000,0,3.6624
"951",951,"BMW","M5 Base",2013,61145,"Gasoline","560.0HP 4.4L 8 Cylinder Engine Gasoline Fuel","7-Speed A/T","White","Beige","At least 1 accident or damage reported","Yes",37500,0,3.6624
