Observed Reentry Date (UTC),Object Name,International Designator,SSN,TLE Epoch (UTC),Aerospace Reentry Prediction (UTC),Aerospace Stated Uncertainty 20% Rule (+/- hrs),Country of Origin,Type,Sighting Location,Sighting Latitude,Sighting Longitude,Debris Recovery Location,Recovery Latitude,Recovery Longitude
N/A,Antares R/B,2013-051B,39259,2013-10-09T14:26:00Z,2013-10-09T18:41:00Z,1.0,USA,R/B,,,,,,
N/A,SL-4 R/B,2013-054B,39264,2013-09-27T06:38:00Z,2013-09-28T02:57:00Z,5.0,Russia,R/B,,,,,,
N/A,SL-6 R/B,2003-011D,27710,2013-09-26T13:06:00Z,2013-09-26T21:25:00Z,2.0,Russia,R/B,,,,,,
N/A,JCSAT 2 PKM (SSUS-A),1990-001F,20406,2013-09-26T06:30:00Z,2013-09-26T07:48:00Z,1.0,USA,Payload,,,,,,
N/A,SL-4 R/B,2013-030B,39187,2013-09-25T01:58:00Z,2013-09-25T06:10:00Z,1.0,Russia,R/B,,,,,,
N/A,SL-6 R/B,2003-029D,27837,2013-09-17T02:38:00Z,2013-09-17T07:43:00Z,1.0,Russia,R/B,,,,,,
N/A,Minotaur 4 R/B,2011-052B,37819,2013-09-12T18:19:00Z,2013-09-13T01:59:00Z,2.0,USA,R/B,,,,,,
N/A,Ariane 5 Debris ,2007-056D,32296,2013-09-02T11:11:00Z,2013-09-11T16:05:00Z,55.0,France,Debris,,,,,,
N/A,SL-4 R/B,2013-015H,39137,2013-08-02T22:22:00Z,2013-08-03T07:01:00Z,2.0,Russia,R/B,,,,,,
N/A,Delta 2 R/B,1992-079B,22232,2013-07-30T21:18:00Z,2013-07-31T01:36:00Z,1.0,USA,R/B,,,,,,
N/A,SL-4 R/B,2013-039B,39220,2013-07-30T01:25:00Z,2013-07-30T03:27:00Z,1.0,Russia,R/B,,,,,,
N/A,SL-4 R/B,2013-028B,39178,2013-07-28T19:56:00Z,2013-07-28T20:40:00Z,1.0,Russia,R/B,,,,,,
N/A,Delta 2 R/B,1992-089C,22277,2013-07-21T22:36:00Z,2013-07-22T01:55:00Z,1.0,USA,R/B,,,,,,
N/A,SL-6 R/B,1996-045D,24276,2013-07-17T00:40:00Z,2013-07-17T05:32:00Z,1.0,Russia,R/B,,,,,,
N/A,GEO IK 2,2011-005A,37362,2013-07-15T13:52:00Z,2013-07-15T15:30:00Z,1.0,Russia,Payload,,,,,,
N/A,Delta 1 R/B,1975-077B,8133,2013-07-13T16:04:00Z,2013-07-14T11:33:00Z,5.0,USA,R/B,,,,,,
N/A,CZ-3B Debris,2012-050D,38777,2013-07-05T05:48:00Z,2013-07-05T12:50:00Z,2.0,China,Debris,,,,,,
N/A,CZ-3B R/B,2012-050C,38776,2013-06-22T13:09:00Z,2013-06-22T16:41:00Z,1.0,China,R/B,,,,,,
N/A,CZ-3B R/B,2012-013B,38108,2013-06-21T16:20:00Z,2013-06-22T04:20:00Z,3.0,China,R/B,,,,,,
N/A,CZ-2F R/B,2013-029B,39180,2013-06-21T15:06:00Z,2013-06-21T18:35:00Z,1.0,China,R/B,,,,,,
N/A,Molniya 3-53,2003-029A,27834,2013-06-15T11:55:00Z,2013-06-15T16:53:00Z,1.0,Russia,Payload,,,,,,
N/A,SL-6 R/B,1981-058D,12561,2013-06-10T18:13:00Z,2013-06-10T22:22:00Z,1.0,Russia,R/B,,,,,,
N/A,CZ-2C R/B,2012-056C,38862,2013-06-04T21:02:00Z,2013-06-05T00:38:00Z,1.0,China,R/B,,,,,,
N/A,SL-4 R/B,2013-025B,39171,2013-05-31T13:01:00Z,2013-05-31T20:13:00Z,2.0,Russia,R/B,,,,,,
N/A,Molniya 1-92,2003-011A,27707,2013-05-27T14:59:00Z,2013-05-27T21:15:00Z,2.0,Russia,Payload,,,,,,
N/A,Cosmos 1188,1980-050A,11844,2013-05-24T05:27:00Z,2013-05-24T14:06:00Z,2.0,Russia,Payload,,,,,,
2013-05-10T01:00:00Z,Cygnus Mass Simulator,2013-016D,39145,2013-05-09T12:05:00Z,2013-05-09T23:39:00Z,3.0,USA,Payload,Chile,,,,,
N/A,SL-6 R/B,1990-026D,20539,2013-05-05T00:52:00Z,2013-05-05T02:42:00Z,1.0,Russia,R/B,,,,,,
N/A,Cosmos 1271,1981-046A,12464,2013-05-02T21:19:00Z,2013-05-03T22:46:00Z,6.0,Russia,Payload,,,,,,
N/A,SL-12 R/B (Aux Motor),2008-033E,33112,2013-05-02T15:53:00Z,2013-05-03T18:59:00Z,7.0,Russia,R/B,,,,,,
N/A,Antares R/B,2013-016F,39147,2013-05-01T20:20:00Z,2013-05-02T02:03:00Z,1.0,USA,R/B,,,,,,
N/A,SL-4 R/B,2013-017B,39149,2013-04-26T00:13:00Z,2013-04-26T08:53:00Z,2.0,Russia,R/B,,,,,,
N/A,CZ-3B R/B,2012-067B,39018,2013-04-22T09:05:00Z,2013-04-23T08:48:00Z,6.0,China,R/B,,,,,,
N/A,Ariane 5 Debris ,2007-007D,30796,2013-04-06T17:34:00Z,2013-04-06T21:36:00Z,1.0,France,Debris,,,,,,
N/A,SL-4 R/B,2013-013B,39126,2013-03-31T01:26:00Z,2013-03-31T04:18:00Z,1.0,Russia,R/B,,,,,,
N/A,We-Wish,1998-067CS,38856,2013-03-10T23:32:00Z,2013-03-11T05:23:00Z,1.0,Japan,Payload,,,,,,
N/A,Falcon 9 R/B,2013-010B,39116,2013-03-10T21:42:00Z,2013-03-11T03:35:00Z,1.0,USA,R/B,,,,,,
2013-02-27T09:10:00Z,CZ-4B R/B,2012-021C,38259,2013-02-27T04:40:00Z,2013-02-27T08:57:00Z,1.0,China,R/B,"Texas, United States",,,"Texas, United States",,
2013-02-13T21:15:00Z,SL-4 R/B,2013-007B,39083,2013-02-13T19:23:00Z,2013-02-13T22:10:00Z,1.0,Russia,R/B,Germany,,,,,
N/A,Ariane 44L R/B,1999-009C,25640,2013-02-11T04:16:00Z,2013-02-11T07:09:00Z,1.0,France,R/B,,,,,,
N/A,CZ-2D R/B,2008-056C,33435,2013-01-28T19:06:00Z,2013-01-28T23:23:00Z,1.0,China,R/B,,,,,,
2013-01-28T02:30:00Z,Cosmos 1484,1983-075A,14207,2013-01-28T00:26:00Z,2013-01-28T02:30:00Z,1.0,Russia,Payload,United States,,,,,
N/A,Ariane 5 Debris ,2011-022D,37608,2013-01-21T12:13:00Z,2013-01-21T18:37:00Z,2.0,France,Debris,,,,,,
N/A,SL-6 R/B,1993-049D,22732,2013-01-15T06:51:00Z,2013-01-15T12:57:00Z,2.0,Russia,R/B,,,,,,
N/A,CZ-4B R/B,2004-044B,28471,2012-12-26T22:10:00Z,2012-12-31T13:56:00Z,2.0,China,R/B,,,,,,
N/A,Cosmos 2261,1993-051A,22741,2012-12-31T02:09:00Z,2012-12-31T11:29:00Z,2.0,Russia,Payload,,,,,,
N/A,CZ-2D R/B,2012-073B,39031,2012-12-30T22:48:00Z,2012-12-31T04:29:00Z,1.0,China,R/B,,,,,,
N/A,SL-4 R/B,2012-074B,39033,2012-12-22T07:42:00Z,2012-12-22T13:26:00Z,1.0,Russia,R/B,,,,,,
N/A,SL-12 R/B (AUX Motor),2012-012F,38106,2012-12-14T18:13:00Z,2012-12-14T21:16:00Z,1.0,Russia,R/B,,,,,,
N/A,Ariane 5 Debris,2005-005B,28543,2012-12-03T01:50:00Z,2012-12-03T05:15:00Z,1.0,French Guiana,Debris,,,,,,
N/A,Shenzou 9 Module,2012-032H,38550,2012-12-02T11:19:00Z,2012-12-02T16:55:00Z,1.0,China,Payload,,,,,,
N/A,SFERA,1998-067CM,38751,2012-11-24T07:13:00Z,2012-11-24T10:00:00Z,1.0,Russia,Payload,,,,,,
N/A,Ariane 5 R/B,2001-029C,26865,2012-11-21T17:38:00Z,2012-11-22T23:15:00Z,1.0,France,R/B,,,,,,
N/A,CZ-3C R/B,2012-040B,38731,2012-11-21T19:26:00Z,2012-11-22T03:56:00Z,2.0,China,R/B,,,,,,
N/A,SAMPEX,1992-038A,22012,2012-11-13T06:52:00Z,2012-11-13T11:42:00Z,1.0,USA,Payload,,,,,,
N/A,Minotaur R/B,2009-028F,35006,2012-11-05T07:00:00Z,2012-11-05T12:50:00Z,1.0,USA,R/B,,,,,,
N/A,SL-4 R/B,2012-060B,38976,2012-11-02T02:08:00Z,2012-11-02T10:37:00Z,2.0,Russia,R/B,,,,,,
N/A,SL-4 R/B,2012-058B,38872,2012-10-25T05:19:00Z,2012-10-25T13:57:00Z,6.0,Russia,R/B,,,,,,
N/A,SL-6 R/B,1994-081D,23423,2012-10-17T01:28:00Z,2012-10-17T08:59:00Z,2.0,Russia,R/B,,,,,,
N/A,Falcon 9 R/B,2012-054C,38848,2012-10-11T08:21:00Z,2012-10-11T16:53:00Z,2.0,USA,R/B,,,,,,
N/A,ORBCOMM OG2,2012-054B,38847,2012-10-10T01:32:00Z,2012-10-10T08:30:00Z,2.0,USA,Payload,,,,,,
N/A,Breeze-M Debris,2011-045C,37800,2012-09-11T21:14:00Z,2012-09-12T04:05:00Z,2.0,Russia,Debris,,,,,,
N/A,PHARMASAT,2009-028B,35002,2012-08-13T20:45:00Z,2012-08-14T09:34:00Z,3.0,USA,Payload,,,,,,
N/A,Atlas F R/B,1978-020B,10801,2012-08-11T03:54:00Z,2012-08-11T10:47:00Z,2.0,USA,R/B,,,,,,
N/A,OPS 8180 (RADCAT),1972-076A,6212,2012-08-02T03:51:00Z,2012-08-02T08:45:00Z,1.0,USA,Payload,,,,,,
N/A,Atlas 5 Centaur R/B,2012-019B,38255,2012-07-31T17:04:00Z,2012-08-01T06:23:00Z,3.0,USA,R/B,,,,,,
N/A,ARIANE 44L R/B,1998-056C,25493,2012-07-08T05:42:00Z,2012-07-08T11:49:00Z,2.0,France,R/B,,,,,,
N/A,CZ-3A R/B,2011-073B,37949,2012-07-07T16:15:00Z,2012-07-07T23:27:00Z,2.0,China,R/B,,,,,,
N/A,CZ-2F R/B,2012-032B,38462,2012-06-28T03:24:00Z,2012-06-28T10:38:00Z,2.0,China,R/B,,,,,,
N/A,Falcon 9 R/B,2012-027B,38349,2012-06-26T22:54:00Z,2012-06-27T04:28:00Z,1.0,USA,R/B,,,,,,
N/A,SL-8 R/B,1974-044B,7338,2012-06-22T20:46:00Z,2012-06-23T05:18:00Z,2.0,Russia,R/B,,,,,,
N/A,H-2A R/B,2003-009C,27700,2012-06-02T22:15:00Z,2012-06-03T06:46:00Z,2.0,Japan,R/B,,,,,,
N/A,Minotaur R/B,2011-029B,37729,2012-05-19T16:26:00Z,2012-05-20T03:47:00Z,3.0,USA,R/B,,,,,,
N/A,PSLV R/B,2002-043B,27526,2012-05-09T11:16:00Z,2012-05-09T12:26:00Z,1.0,India,R/B,,,,,,
N/A,TACSAT 3,2009-028A,35001,2012-04-30T17:25:00Z,2012-04-30T23:06:00Z,1.0,USA,Payload,,,,,,
N/A,SL-6 R/B,2001-050D,26973,2012-04-22T23:30:00Z,2012-04-23T08:16:00Z,2.0,Russia,R/B,,,,,,
N/A,Atlas Centaur R/B,1985-087B,16102,2012-04-19T22:42:00Z,2012-04-20T05:21:00Z,2.0,USA,R/B,,,,,,
N/A,Anusat,2009-019B,34808,2012-04-17T14:28:00Z,2012-04-18T02:03:00Z,3.0,India,Payload,,,,,,
N/A,Molniya 1-89,1996-045A,24273,2012-04-06T19:58:00Z,2012-04-07T05:51:00Z,2.0,Russia,Payload,,,,,,
N/A,Shenzhou 8 Module,2011-063D,37883,2012-04-01T20:29:00Z,2012-04-02T10:46:00Z,4.0,China,Payload,,,,,,
N/A,Navid,2012-005A,38075,2012-04-01T13:26:00Z,2012-04-01T21:58:00Z,2.0,Iran,Payload,,,,,,
N/A,Explorer 8,1960-014A,60,2012-03-27T14:07:00Z,2012-03-28T04:36:00Z,4.0,USA,Payload,,,,,,
N/A,SL-12 R/B (AUX Motor),2000-036E,26398,2012-03-27T07:16:00Z,2012-03-27T22:13:00Z,4.0,Russia,R/B,,,,,,
N/A,METEOR 1-1,1969-029A,3835,2012-03-26T13:53:00Z,2012-03-26T23:10:00Z,2.0,Russia,Payload,,,,,,
N/A,Safir 2 R/B,2012-005B,38076,2012-03-18T18:20:00Z,2012-03-19T02:55:00Z,2.0,Iran,R/B,,,,,,
N/A,OPS 8386,1965-038A,1377,2012-03-09T00:25:00Z,2012-03-09T03:55:00Z,1.0,USA,Payload,,,,,,
N/A,SL-24 Debris,2007-026C,31700,2012-03-09T00:25:00Z,2012-03-09T03:55:00Z,1.0,Russia,Debris,,,,,,
N/A,CZ-4B R/B,2012-001C,38048,2012-03-07T20:47:00Z,2012-03-08T03:54:00Z,2.0,China,R/B,,,,,,
N/A,CZ-3B R/B,2011-026B,37678,2012-03-03T22:12:00Z,2012-03-05T02:03:00Z,7.0,China,R/B,,,,,,
N/A,Breeze-M Debris,2007-057B,32300,2012-03-03T18:11:00Z,2012-03-04T16:28:00Z,6.0,Russia,Debris,"Tasmania, Australia",,,,,
N/A,CZ-3A R/B,2011-038B,37764,2012-03-02T19:00:00Z,2012-03-03T07:01:00Z,3.0,China,R/B,,,,,,
2012-02-22T09:00:00Z,Ariane 4 R/B,1997-016C,24770,2012-02-22T20:25:00Z,2012-02-22T07:22:00Z,3.0,France,R/B,Brazil,,,Brazil,,
N/A,H-2A R/B,2006-037B,29394,2012-02-15T17:19:00Z,2012-02-16T00:21:00Z,2.0,Japan,R/B,,,,,,
N/A,CZ-3B R/B,2011-047B,37805,2012-02-06T17:10:00Z,2012-02-07T06:50:00Z,3.0,China,R/B,,,,,,
N/A,Pegasus R/B,2005-014B,28643,2012-01-31T09:00:00Z,2012-01-31T22:00:00Z,3.0,USA,R/B,,,,,,
N/A,Kosmos 2176,1992-003A,21847,2012-01-17T07:43:00Z,2012-01-17T22:55:00Z,4.0,Russia,Payload,,,,,,
N/A,Phobos-Grunt Planetary Probe,2011-065A,37872,2012-01-15T16:36:00Z,2012-01-15T17:52:00Z,1.0,Russia,Payload,,,,,,
N/A,SL-6 R/B,1979-058D,11555,2012-01-04T13:52:00Z,2012-01-04T17:37:00Z,2.0,Russia,R/B,,,,,,
N/A,Kedr,1998-067CK,37772,2012-01-04T01:10:00Z,2012-01-04T07:40:00Z,2.0,ISS,Payload,,,,,,
N/A,ARIANE 44L R/B,1991-055B,21654,2012-01-03T18:03:00Z,2012-01-04T04:00:00Z,3.0,France,R/B,,,,,,
N/A,KOMPASS 2,2006-019A,29157,2011-12-28T02:15:00Z,2011-12-28T05:06:00Z,1.0,Russia,Payload,,,,,,
2011-12-24T16:26:00Z,SL-4 R/B,2011-078B,38037,2011-12-24T11:46:00Z,2011-12-24T17:41:00Z,2.0,Russia,R/B,,,,,,
N/A,CZ-3B R/B,2011-042B,37780,2011-12-21T14:48:00Z,2011-12-21T18:36:00Z,2.0,China,R/B,,,,,,
N/A,Delta 2 R/B,2011-061G,37856,2011-11-29T13:02:00Z,2011-11-29T16:50:00Z,1.0,USA,R/B,,,,,,
N/A,SL-4 R/B,2011-067B,37878,2011-11-16T17:51:00Z,2011-11-16T19:18:00Z,1.0,Russia,R/B,,,,,,
N/A,SL-4 R/B,2011-062B,37858,2011-10-31T19:51:00Z,2011-11-01T07:52:00Z,3.0,Russia,R/B,,,,,,
N/A,CZ-3B R/B,2011-057B,37837,2011-10-29T21:37:00Z,2011-10-30T12:50:00Z,4.0,China,R/B,,,,,,
N/A,SL-3 R/B,1978-004B,10582,2011-10-27T21:57:00Z,2011-10-28T22:51:00Z,6.0,Russia,R/B,,,,,,
N/A,Atlas Centaur R/B,1980-087B,12069,2011-10-27T18:25:00Z,2011-10-28T18:25:00Z,5.0,USA,R/B,,,,,,
N/A,CZ-3C R/B,2011-032B,37738,2011-10-25T19:19:00Z,2011-10-26T02:54:00Z,2.0,China,R/B,,,,,,
N/A,ROSAT,1990-049A,20638,2011-10-22T22:55:00Z,2011-10-23T03:16:00Z,2.0,USA,Payload,,,,,,
N/A,CZ-2F R/B,2011-053B,37821,2011-10-09T22:11:00Z,2011-10-10T14:38:00Z,4.0,China,R/B,,,,,,
N/A,CZ-3C R/B,2010-057B,37211,2011-09-28T06:58:00Z,2011-09-28T10:39:00Z,1.0,China,R/B,,,,,,
N/A,UARS,1991-063B,21701,2011-09-23T22:15:00Z,2011-09-24T05:10:00Z,2.0,USA,Payload,,,,,,
N/A,Cosmos 2388,2002-017A,27409,2011-09-13T19:38:00Z,2011-09-14T08:24:00Z,1.0,Russia,Payload,,,,,,
N/A,Atlas 5 Centaur R/B,2011-019B,37482,2011-08-16T20:13:00Z,2011-08-17T13:01:00Z,4.0,USA,R/B,,,,,,
N/A,Delta 2 R/B,2011-024B,37674,2011-07-30T06:03:00Z,2011-07-30T11:27:00Z,2.0,USA,R/B,,,,,,
N/A,SL-6 R/B,1993-035D,22674,2011-07-29T14:27:00Z,2011-07-29T20:37:00Z,2.0,Russia,R/B,,,,,,
N/A,Rasad 1,2011-025A,37675,2011-07-05T23:48:00Z,2011-07-06T06:19:00Z,2.0,Iran,Payload,,,,,,
N/A,Atlas 3A Centaur R/B,2004-007B,28185,2011-07-01T11:56:00Z,2011-07-01T15:55:00Z,1.0,USA,R/B,,,,,,
N/A,SAFIR B R/B,2011-025B,37676,2011-07-01T00:12:00Z,2011-07-01T03:11:00Z,1.0,Iran,R/B,,,,,,
N/A,Delta 2 R/B,2000-025C,26362,2011-06-22T09:47:00Z,2011-06-22T14:26:00Z,2.0,USA,R/B,,,,,,
N/A,Delta 2 R/B,2006-052B,29602,2011-06-21T16:49:00Z,2011-06-22T00:16:00Z,2.0,USA,R/B,,,,,,
N/A,SL-4 R/B,2011-023B,37634,2011-06-11T18:15:00Z,2011-06-11T19:44:00Z,1.0,Russia,R/B,,,,,,
N/A,WIRE,1999-011A,25646,2011-05-10T05:12:00Z,2011-05-10T07:16:00Z,1.0,USA,Payload,,,,,,
N/A,SL-4 R/B,2011-017B,37397,2011-04-29T08:58:00Z,2011-04-29T13:26:00Z,1.0,Russia,R/B,,,,,,
N/A,SL-4 R/B,2011-012B,37383,2011-04-07T06:02:00Z,2011-04-07T08:52:00Z,1.0,Russia,R/B,,,,,,
N/A,Minotaur R/B,2006-058B,29654,2011-04-02T05:04:00Z,2011-04-02T14:00:00Z,2.0,USA,R/B,,,,,,
N/A,SL-12 R/B,2004-043H,28478,2011-03-20T06:09:00Z,2011-03-20T16:59:00Z,3.0,Russia,R/B,,,,,,
N/A,SL-23 R/B,2011-001C,37346,2011-03-19T19:46:00Z,2011-03-19T23:55:00Z,2.0,Russia,R/B,,,,United States,,
N/A,Delta 2 R/B,1999-055C,25935,2011-03-06T05:52:00Z,2011-03-06T11:04:00Z,2.0,USA,R/B,,,,,,
N/A,CZ-3C R/B,2008-019B,32780,2011-03-04T20:30:00Z,2011-03-05T22:20:00Z,12.0,China,R/B,,,,,,
2011-03-03T01:00:00Z,Delta 2 R/B,2003-058C,28131,2011-03-02T18:49:00Z,2011-03-03T04:49:00Z,4.0,USA,R/B,,,,,,
N/A,GSLV R/B,2007-037B,32051,2011-02-06T18:49:00Z,2011-02-07T22:20:00Z,7.0,India,R/B,,,,,,
N/A,TacSat 2,2006-058A,29653,2011-02-05T11:38:00Z,2011-02-05T16:20:00Z,2.0,USA,Payload,,,,,,
N/A,M-5 R/B,2006-005D,28942,2011-02-02T12:01:00Z,2011-02-02T15:23:00Z,1.0,Japan,R/B,,,,,,
N/A,Molniya 3-49,1998-040A,25379,2011-02-02T02:30:00Z,2011-02-02T08:21:00Z,3.0,Russia,Payload,,,,,,
N/A,CZ-3A R/B,2010-068B,37257,2011-01-30T21:52:00Z,2011-01-30T23:30:00Z,2.0,China,R/B,,,,,,
N/A,Delta 2 R/B,2010-060B,37217,2010-12-16T14:39:00Z,2010-12-16T16:15:00Z,1.0,USA,R/B,,,,,,
N/A,SL-6 R/B,2010-049C,37172,2010-12-14T17:52:00Z,2010-12-14T19:27:00Z,1.0,Russia,R/B,,,,,,
N/A,SL-6 R/B,1991-065D,21709,2010-12-06T07:31:00Z,2010-12-06T11:09:00Z,1.0,Russia,R/B,,,,,,
N/A,CZ-3A R/B,2010-036B,36829,2010-11-26T14:49:00Z,2010-11-26T16:19:00Z,1.0,China,R/B,,,,,,
N/A,Cosmos 2217,1992-069A,22189,2010-11-05T22:15:00Z,2010-11-06T04:22:00Z,2.0,Russia,Payload,,,,,,
N/A,Cosmos 1774,1986-065A,16922,2010-11-02T07:31:00Z,2010-11-02T15:14:00Z,2.0,Russia,Payload,,,,,,
N/A,SL-6 Debris,2010-049D,37173,2010-11-01T11:52:00Z,2010-11-01T12:27:00Z,1.0,Russia,Debris,,,,,,
N/A,SL-4 R/B,2010-055B,37197,2010-10-29T21:20:00Z,2010-10-29T22:40:00Z,1.0,Russia,R/B,,,,,,
N/A,MIR,1986-017A,16609,2010-10-11T06:28:00Z,2010-10-11T09:24:00Z,1.0,Russia,Payload,,,,,,
N/A,SL-4 R/B,2010-052B,37184,2010-10-11T06:28:00Z,2010-10-11T09:24:00Z,1.0,Russia,R/B,,,,,,
N/A,LDREX 2,2006-043C,29496,2010-09-29T21:20:00Z,2010-09-30T02:23:00Z,2.0,Japan,Payload,,,,,,
N/A,CHAMP,2000-039B,26405,2010-09-19T06:45:00Z,2010-09-19T09:43:00Z,1.0,Germany,Payload,,,,,,
N/A,SL-4 R/B,2010-044B,37157,2010-09-12T20:55:00Z,2010-09-12T22:28:00Z,1.0,Russia,R/B,,,,,,
N/A,SL-12 R/B,2010-041F,37142,2010-09-02T21:13:00Z,2010-09-03T01:32:00Z,2.0,Russia,R/B,,,,,,
N/A,SL-12 Debris,2010-041E,37141,2010-09-02T09:33:00Z,2010-09-02T11:05:00Z,1.0,Russia,Debris,,,,,,
N/A,ICESat,2003-002A,27642,2010-08-30T07:04:00Z,2010-08-30T08:34:00Z,1.0,USA,Payload,,,,,,
N/A,Delta 2 R/B,2007-062B,32385,2010-08-23T22:38:00Z,2010-08-24T02:51:00Z,2.0,USA,R/B,,,,,,
N/A,Cosmos 2421,2006-026A,29247,2010-08-19T02:59:00Z,2010-08-19T04:32:00Z,1.0,Russia,Payload,,,,,,
N/A,ANDE Castor Sphere,2009-038F,35694,2010-08-18T10:34:00Z,2010-08-18T17:48:00Z,2.0,USA,Payload,,,,,,
N/A,GeneSat,2006-058C,29655,2010-08-04T14:48:00Z,2010-08-04T20:43:00Z,2.0,USA,Payload,,,,,,
N/A,SL-4 R/B,2010-033B,36749,2010-07-03T15:22:00Z,2010-07-03T16:55:00Z,1.0,Russia,R/B,,,,,,
N/A,Delta 2 R/B,2004-023C,28363,2010-06-30T17:50:00Z,2010-06-30T17:59:00Z,1.0,USA,R/B,,,,,,
N/A,Dragon Spacecraft Qualification Unit,2010-026A,36595,2010-06-26T22:58:00Z,2010-06-27T00:25:00Z,1.0,USA,Payload,,,,,,
2010-06-19T15:10:00Z,SL-4 R/B,2010-029B,36604,2010-06-19T13:38:00Z,2010-06-19T15:04:00Z,1.0,Russia,R/B,Myanmar,,,,,
N/A,Delta 2 R/B,2007-034C,32007,2010-06-06T13:18:00Z,2010-06-06T19:11:00Z,2.0,USA,R/B,,,,,,
N/A,SL-4 R/B,2010-018B,36522,2010-05-01T09:43:00Z,2010-05-01T12:34:00Z,1.0,Russia,R/B,,,,,,
N/A,SL-3 R/B,1979-093B,11601,2010-04-30T15:16:00Z,2010-04-30T17:36:00Z,1.0,Russia,R/B,,,,,,
N/A,SL-4 R/B,2010-014B,36512,2010-04-21T07:17:00Z,2010-04-21T15:56:00Z,3.0,Russia,R/B,,,,,,
N/A,CZ-3A R/B,2003-052B,28083,2010-04-12T05:05:00Z,2010-04-12T11:20:00Z,2.0,China,R/B,,,,,,
N/A,SL-4 R/B,2009-063B,36096,2010-04-07T09:37:00Z,2010-04-07T16:45:00Z,2.0,Russia,R/B,,,,,,
N/A,SL-4 R/B,2010-011B,36506,2010-04-05T09:51:00Z,2010-04-05T09:56:00Z,1.0,Russia,R/B,,,,,,
N/A,LDREX,2000-081C,26640,2010-03-21T00:59:00Z,2010-03-21T03:40:00Z,1.0,Japan,Payload,,,,,,
N/A,DragonSat,2009-038B,35690,2010-03-17T05:27:00Z,2010-03-17T18:26:00Z,4.0,USA,Payload,,,,,,
N/A,Delta 2 R/B,2009-055B,35947,2010-03-10T21:18:00Z,2010-03-10T22:38:00Z,1.0,USA,R/B,,,,,,
N/A,STRELA R/B,2003-055B,28099,2010-03-09T21:45:00Z,2010-03-10T09:26:00Z,3.0,Russia,R/B,,,,,,
N/A,SL-12 R/B,2010-007E,36404,2010-03-02T16:10:00Z,2010-03-03T00:57:00Z,3.0,Russia,R/B,,,,,,
N/A,SL-12 Debris,2010-007F,36405,2010-03-02T05:59:00Z,2010-03-02T09:27:00Z,1.0,Russia,Debris,,,,,,
N/A,PSSC,2008-059B,33445,2010-02-17T13:14:00Z,2010-02-17T17:31:00Z,2.0,USA,Payload,,,,,,
N/A,SL-4 R/B,2010-003B,36362,2010-02-05T11:20:00Z,2010-02-05T15:47:00Z,2.0,Russia,R/B,,,,,,
N/A,CZ-2C R/B,2008-041C,33322,2010-01-22T21:26:00Z,2010-01-22T21:33:00Z,1.0,China,R/B,,,,,,
N/A,SZ-7 Module,2008-047H,33394,2010-01-04T03:29:00Z,2010-01-04T09:05:00Z,2.0,China,Payload,,,,,,
N/A,SL-4 R/B,2009-074B,36130,2009-12-24T03:37:00Z,2009-12-24T05:12:00Z,1.0,Russia,R/B,,,,,,
N/A,SL-12 R/B,2009-070G,36117,2009-12-15T06:57:00Z,2009-12-15T14:11:00Z,2.0,Russia,R/B,,,,,,
N/A,Delta 2 R/B,2009-043B,35753,2009-11-26T08:46:00Z,2009-11-26T13:23:00Z,2.0,USA,R/B,,,,,,
N/A,SL-4 R/B,2009-060B,36087,2009-11-14T00:30:00Z,2009-11-14T03:21:00Z,1.0,Russia,R/B,,,,,,
N/A,SL-6 R/B,1984-079D,15156,2009-11-06T19:20:00Z,2009-11-06T22:27:00Z,1.0,Russia,R/B,,,,,,
N/A,BX-1,2008-047G,33392,2009-10-29T21:12:00Z,2009-10-30T03:00:00Z,2.0,China,Payload,,,,,,
N/A,Atlas 2AS Centaur R/B,1998-037B,25372,2009-10-28T15:03:00Z,2009-10-29T03:00:00Z,3.0,USA,R/B,,,,,,
N/A,CUTE 1.7,2006-005C,28941,2009-10-24T16:26:00Z,2009-10-24T19:22:00Z,1.0,Japan,Payload,,,,,,
N/A,M-5 R/B,2006-041B,29480,2009-10-19T20:06:00Z,2009-10-19T23:03:00Z,1.0,Japan,R/B,,,,,,
N/A,SL-4 R/B,2009-056B,35949,2009-10-17T07:22:00Z,2009-10-17T10:22:00Z,1.0,Russia,R/B,,,,,,
N/A,SL-4 R/B,2009-053B,35941,2009-10-04T05:13:00Z,2009-10-04T08:12:00Z,1.0,Russia,R/B,,,,,,
N/A,SL-4 R/B,2009-049H,35872,2009-09-20T10:22:00Z,2009-09-20T11:21:00Z,1.0,Russia,R/B,,,,,,
N/A,Delta 2 R/B,2007-043C,32251,2009-09-17T19:40:00Z,2009-09-18T08:37:00Z,4.0,USA,R/B,,,,,,
N/A,H-2B R/B,2009-048B,35818,2009-09-14T03:06:00Z,2009-09-14T04:34:00Z,1.0,Japan,R/B,,,,,,
N/A,CZ-3 R/B,1996-039B,23944,2009-09-12T12:18:00Z,2009-09-12T16:27:00Z,1.0,China,R/B,,,,,,
N/A,SL-6 R/B,1990-084D,20816,2009-08-20T10:31:00Z,2009-08-20T11:22:00Z,1.0,Russia,R/B,,,,,,
N/A,CZ-3B R/B,2007-018B,31396,2009-08-15T22:02:00Z,2009-08-16T06:25:00Z,3.0,China,R/B,,,,,,
